program,site,year,month,replicate,replicatetype,sppname,commonname,trophicgroup,counts
TCRMP,Cane Bay,2014,9,6,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Cane Bay,2014,9,7,transect,Caranx ruber,bar jack,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Stegastes partitus,bicolor damselfish,herb,30
TCRMP,Cane Bay,2014,9,7,transect,Melichthys niger,black durgon,plank,8
TCRMP,Cane Bay,2014,9,7,transect,Chromis cyanea,blue chromis,plank,200
TCRMP,Cane Bay,2014,9,7,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Cane Bay,2014,9,7,transect,Thalassoma bifasciatum,bluehead wrasse,plank,20
TCRMP,Cane Bay,2014,9,7,transect,Haemulon sciurus,bluestriped grunt,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Chromis multilineata,brown chromis,plank,10
TCRMP,Cane Bay,2014,9,7,transect,Chromis multilineata,brown chromis,plank,10
TCRMP,Cane Bay,2014,9,7,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Clepticus parrae,creole wrasse,plank,80
TCRMP,Cane Bay,2014,9,7,transect,Acanthurus chirurgus,doctorfish,herb,2
TCRMP,Cane Bay,2014,9,7,transect,Stegastes adustus,dusky damselfish,herb,3
TCRMP,Cane Bay,2014,9,7,transect,Gramma loreto,fairy basslet,inv,5
TCRMP,Cane Bay,2014,9,7,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Cephalopholis cruentata,graysby,pisc,2
TCRMP,Cane Bay,2014,9,7,transect,Lutjanus mahogoni,mahogany snapper,inv,10
TCRMP,Cane Bay,2014,9,7,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,Cane Bay,2014,9,7,transect,Scarus taeniopterus,princess parrotfish,herb,3
TCRMP,Cane Bay,2014,9,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Cane Bay,2014,9,7,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Abudefduf saxatilis,sergeant major,plank,10
TCRMP,Cane Bay,2014,9,7,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Cane Bay,2014,9,7,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Cane Bay,2014,9,7,transect,Stegastes planifrons,threespot damselfish,herb,3
TCRMP,Cane Bay,2014,9,7,transect,Mulloidichthys martinicus,yellow goatfish,inv,4
TCRMP,Cane Bay,2014,9,7,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Cane Bay,2014,9,7,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Cane Bay,2014,10,8,transect,Chaetodon striatus,banded butterflyfish,inv,2
TCRMP,Cane Bay,2014,10,8,transect,Caranx ruber,bar jack,inv,2
TCRMP,Cane Bay,2014,10,8,transect,Stegastes leucostictus,beaugregory,herb,2
TCRMP,Cane Bay,2014,10,8,transect,Stegastes partitus,bicolor damselfish,herb,24
TCRMP,Cane Bay,2014,10,8,transect,Chromis cyanea,blue chromis,plank,34
TCRMP,Cane Bay,2014,10,8,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Cane Bay,2014,10,8,transect,Thalassoma bifasciatum,bluehead wrasse,plank,17
TCRMP,Cane Bay,2014,10,8,transect,Chromis multilineata,brown chromis,plank,22
TCRMP,Cane Bay,2014,10,8,transect,Cephalopholis fulva,coney,pisc,2
TCRMP,Cane Bay,2014,10,8,transect,Stegastes adustus,dusky damselfish,herb,10
TCRMP,Cane Bay,2014,10,8,transect,Chaetodon capistratus,foureye butterflyfish,inv,2
TCRMP,Cane Bay,2014,10,8,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,10,8,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Cane Bay,2014,10,8,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,Cane Bay,2014,10,8,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,Cane Bay,2014,10,8,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,Cane Bay,2014,10,8,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Cane Bay,2014,10,8,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Cane Bay,2014,10,8,transect,Stegastes planifrons,threespot damselfish,herb,1
TCRMP,Cane Bay,2014,10,8,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Cane Bay,2014,10,9,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Caranx ruber,bar jack,inv,7
TCRMP,Cane Bay,2014,10,9,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,Cane Bay,2014,10,9,transect,Stegastes partitus,bicolor damselfish,herb,8
TCRMP,Cane Bay,2014,10,9,transect,Melichthys niger,black durgon,plank,11
TCRMP,Cane Bay,2014,10,9,transect,Chromis cyanea,blue chromis,plank,150
TCRMP,Cane Bay,2014,10,9,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Cane Bay,2014,10,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,2
TCRMP,Cane Bay,2014,10,9,transect,Chromis multilineata,brown chromis,plank,120
TCRMP,Cane Bay,2014,10,9,transect,Gramma loreto,fairy basslet,inv,5
TCRMP,Cane Bay,2014,10,9,transect,Haemulon flavolineatum,French grunt,inv,3
TCRMP,Cane Bay,2014,10,9,transect,Lutjanus griseus,gray snapper,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Sphyraena barracuda,great barracuda,pisc,2
TCRMP,Cane Bay,2014,10,9,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Stegastes diencaeus,longfin damselfish,herb,2
TCRMP,Cane Bay,2014,10,9,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,Cane Bay,2014,10,9,transect,Cantherhines pullus,orangespotted filefish,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Scarus taeniopterus,princess parrotfish,herb,3
TCRMP,Cane Bay,2014,10,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,Cane Bay,2014,10,9,transect,Abudefduf saxatilis,sergeant major,plank,15
TCRMP,Cane Bay,2014,10,9,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Cane Bay,2014,10,9,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Cane Bay,2014,10,9,transect,Scarus iseri,striped parrotfish,herb,3
TCRMP,Cane Bay,2014,10,9,transect,Mulloidichthys martinicus,yellow goatfish,inv,2
TCRMP,Cane Bay,2014,10,9,transect,Halichoeres garnoti,yellowhead wrasse,inv,4
TCRMP,Cane Bay,2014,10,9,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,4
TCRMP,Cane Bay,2014,10,9,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,2
TCRMP,Cane Bay,2014,10,10,transect,Caranx ruber,bar jack,inv,2
TCRMP,Cane Bay,2014,10,10,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Stegastes leucostictus,beaugregory,herb,1
TCRMP,Cane Bay,2014,10,10,transect,Stegastes partitus,bicolor damselfish,herb,2
TCRMP,Cane Bay,2014,10,10,transect,Melichthys niger,black durgon,plank,6
TCRMP,Cane Bay,2014,10,10,transect,Chromis cyanea,blue chromis,plank,106
TCRMP,Cane Bay,2014,10,10,transect,Acanthurus coeruleus,blue tang,herb,2
TCRMP,Cane Bay,2014,10,10,transect,Thalassoma bifasciatum,bluehead wrasse,plank,5
TCRMP,Cane Bay,2014,10,10,transect,Chromis multilineata,brown chromis,plank,130
TCRMP,Cane Bay,2014,10,10,transect,Gramma loreto,fairy basslet,inv,9
TCRMP,Cane Bay,2014,10,10,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Cane Bay,2014,10,10,transect,Stegastes diencaeus,longfin damselfish,herb,2
TCRMP,Cane Bay,2014,10,10,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,Cane Bay,2014,10,10,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,Cane Bay,2014,10,10,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Cane Bay,2014,10,10,transect,Lutjanus apodus,schoolmaster,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Aluterus scriptus,scrawled filefish,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Abudefduf saxatilis,sergeant major,plank,6
TCRMP,Cane Bay,2014,10,10,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Scarus iseri,striped parrotfish,herb,8
TCRMP,Cane Bay,2014,10,10,transect,Halichoeres garnoti,yellowhead wrasse,inv,2
TCRMP,Cane Bay,2014,10,10,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Cane Bay,2014,10,10,transect,Sparisoma rubripinne,yellowtail parrotfish,herb,1
TCRMP,Cane Bay,2014,10,10,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Castle,2014,12,1,transect,Chaetodon striatus,banded butterflyfish,inv,1
TCRMP,Castle,2014,12,1,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Castle,2014,12,1,transect,Stegastes partitus,bicolor damselfish,herb,17
TCRMP,Castle,2014,12,1,transect,Hypoplectrus nigricans,black hamlet,inv,1
TCRMP,Castle,2014,12,1,transect,Chromis cyanea,blue chromis,plank,10
TCRMP,Castle,2014,12,1,transect,Acanthurus coeruleus,blue tang,herb,4
TCRMP,Castle,2014,12,1,transect,Chromis multilineata,brown chromis,plank,3
TCRMP,Castle,2014,12,1,transect,Stegastes adustus,dusky damselfish,herb,43
TCRMP,Castle,2014,12,1,transect,Holocentrus rufus,longspine squirrelfish,inv,1
TCRMP,Castle,2014,12,1,transect,Scarus taeniopterus,princess parrotfish,herb,20
TCRMP,Castle,2014,12,1,transect,Sparisoma aurofrenatum,redband parrotfish,herb,3
TCRMP,Castle,2014,12,1,transect,Sparisoma viride,stoplight parrotfish,herb,5
TCRMP,Castle,2014,12,1,transect,Stegastes planifrons,threespot damselfish,herb,2
TCRMP,Castle,2014,12,1,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Castle,2014,12,2,transect,Stegastes partitus,bicolor damselfish,herb,9
TCRMP,Castle,2014,12,2,transect,Chromis cyanea,blue chromis,plank,8
TCRMP,Castle,2014,12,2,transect,Acanthurus coeruleus,blue tang,herb,3
TCRMP,Castle,2014,12,2,transect,Thalassoma bifasciatum,bluehead wrasse,plank,3
TCRMP,Castle,2014,12,2,transect,Chromis multilineata,brown chromis,plank,2
TCRMP,Castle,2014,12,2,transect,Hypoplectrus unicolor,butter hamlet,inv,1
TCRMP,Castle,2014,12,2,transect,Cephalopholis fulva,coney,pisc,1
TCRMP,Castle,2014,12,2,transect,Stegastes adustus,dusky damselfish,herb,7
TCRMP,Castle,2014,12,2,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Castle,2014,12,2,transect,Haemulon flavolineatum,French grunt,inv,1
TCRMP,Castle,2014,12,2,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Castle,2014,12,2,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Castle,2014,12,2,transect,Acanthurus bahianus,ocean surgeonfish,herb,2
TCRMP,Castle,2014,12,2,transect,Scarus taeniopterus,princess parrotfish,herb,8
TCRMP,Castle,2014,12,2,transect,Sparisoma aurofrenatum,redband parrotfish,herb,4
TCRMP,Castle,2014,12,2,transect,Lutjanus apodus,schoolmaster,inv,2
TCRMP,Castle,2014,12,2,transect,Halichoeres bivittatus,slippery dick,inv,1
TCRMP,Castle,2014,12,2,transect,Haemulon macrostomum,Spanish grunt,inv,1
TCRMP,Castle,2014,12,2,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Castle,2014,12,2,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Castle,2014,12,2,transect,Stegastes planifrons,threespot damselfish,herb,1
TCRMP,Castle,2014,12,2,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Castle,2014,12,3,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Castle,2014,12,3,transect,Stegastes partitus,bicolor damselfish,herb,22
TCRMP,Castle,2014,12,3,transect,Chromis cyanea,blue chromis,plank,2
TCRMP,Castle,2014,12,3,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Castle,2014,12,3,transect,Stegastes adustus,dusky damselfish,herb,8
TCRMP,Castle,2014,12,3,transect,Lutjanus mahogoni,mahogany snapper,inv,1
TCRMP,Castle,2014,12,3,transect,Scarus taeniopterus,princess parrotfish,herb,15
TCRMP,Castle,2014,12,3,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Castle,2014,12,3,transect,Halichoeres bivittatus,slippery dick,inv,2
TCRMP,Castle,2014,12,3,transect,Holocentrus adscensionis,squirrelfish,inv,1
TCRMP,Castle,2014,12,3,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Castle,2014,12,3,transect,Stegastes planifrons,threespot damselfish,herb,9
TCRMP,Castle,2014,12,3,transect,Halichoeres garnoti,yellowhead wrasse,inv,1
TCRMP,Castle,2014,12,4,transect,Stegastes partitus,bicolor damselfish,herb,8
TCRMP,Castle,2014,12,4,transect,Chromis cyanea,blue chromis,plank,70
TCRMP,Castle,2014,12,4,transect,Acanthurus coeruleus,blue tang,herb,82
TCRMP,Castle,2014,12,4,transect,Chromis multilineata,brown chromis,plank,9
TCRMP,Castle,2014,12,4,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Castle,2014,12,4,transect,Stegastes adustus,dusky damselfish,herb,5
TCRMP,Castle,2014,12,4,transect,Gramma loreto,fairy basslet,inv,1
TCRMP,Castle,2014,12,4,transect,Chaetodon capistratus,foureye butterflyfish,inv,1
TCRMP,Castle,2014,12,4,transect,Pomacanthus paru,French angel,inv,1
TCRMP,Castle,2014,12,4,transect,Serranus tigrinus,harlequin bass,inv,3
TCRMP,Castle,2014,12,4,transect,Stegastes diencaeus,longfin damselfish,herb,10
TCRMP,Castle,2014,12,4,transect,Lutjanus mahogoni,mahogany snapper,inv,1
TCRMP,Castle,2014,12,4,transect,Cantherhines pullus,orangespotted filefish,inv,1
TCRMP,Castle,2014,12,4,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,Castle,2014,12,4,transect,Sparisoma aurofrenatum,redband parrotfish,herb,65
TCRMP,Castle,2014,12,4,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Castle,2014,12,4,transect,Sparisoma viride,stoplight parrotfish,herb,8
TCRMP,Castle,2014,12,4,transect,Scarus iseri,striped parrotfish,herb,40
TCRMP,Castle,2014,12,4,transect,Stegastes planifrons,threespot damselfish,herb,13
TCRMP,Castle,2014,12,4,transect,Halichoeres garnoti,yellowhead wrasse,inv,9
TCRMP,Castle,2014,12,5,transect,Hemiramphus brasiliensis,ballyhoo,herb,4
TCRMP,Castle,2014,12,5,transect,Stegastes partitus,bicolor damselfish,herb,2
TCRMP,Castle,2014,12,5,transect,Chromis cyanea,blue chromis,plank,40
TCRMP,Castle,2014,12,5,transect,Acanthurus coeruleus,blue tang,herb,14
TCRMP,Castle,2014,12,5,transect,Thalassoma bifasciatum,bluehead wrasse,plank,8
TCRMP,Castle,2014,12,5,transect,Halichoeres maculipinna,clown wrasse,inv,2
TCRMP,Castle,2014,12,5,transect,Stegastes adustus,dusky damselfish,herb,25
TCRMP,Castle,2014,12,5,transect,Sphyraena barracuda,great barracuda,pisc,1
TCRMP,Castle,2014,12,5,transect,Lutjanus synagris,lane snapper,inv,7
TCRMP,Castle,2014,12,5,transect,Stegastes diencaeus,longfin damselfish,herb,41
TCRMP,Castle,2014,12,5,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Castle,2014,12,5,transect,Scarus taeniopterus,princess parrotfish,herb,2
TCRMP,Castle,2014,12,5,transect,Scarus vetula,queen parrotfish,herb,2
TCRMP,Castle,2014,12,5,transect,Sparisoma aurofrenatum,redband parrotfish,herb,10
TCRMP,Castle,2014,12,5,transect,Lutjanus apodus,schoolmaster,inv,3
TCRMP,Castle,2014,12,5,transect,Abudefduf saxatilis,sergeant major,plank,70
TCRMP,Castle,2014,12,5,transect,Bodianus rufus,Spanish hogfish,inv,1
TCRMP,Castle,2014,12,5,transect,Aetobatus narinari,spotted eagle ray,inv,1
TCRMP,Castle,2014,12,5,transect,Sparisoma viride,stoplight parrotfish,herb,14
TCRMP,Castle,2014,12,5,transect,Stegastes planifrons,threespot damselfish,herb,4
TCRMP,Castle,2014,12,5,transect,Microspathodon chrysurus,yellowtail damselfish,herb,3
TCRMP,Castle,2014,12,5,transect,Ocyurus chrysurus,yellowtail snapper,pisc,1
TCRMP,Castle,2014,12,6,transect,Chaetodon striatus,banded butterflyfish,inv,2
TCRMP,Castle,2014,12,6,transect,Stegastes partitus,bicolor damselfish,herb,20
TCRMP,Castle,2014,12,6,transect,Chromis cyanea,blue chromis,plank,40
TCRMP,Castle,2014,12,6,transect,Acanthurus coeruleus,blue tang,herb,7
TCRMP,Castle,2014,12,6,transect,Thalassoma bifasciatum,bluehead wrasse,plank,6
TCRMP,Castle,2014,12,6,transect,Chromis multilineata,brown chromis,plank,16
TCRMP,Castle,2014,12,6,transect,Haemulon carbonarium,Caesar grunt,inv,1
TCRMP,Castle,2014,12,6,transect,Halichoeres maculipinna,clown wrasse,inv,7
TCRMP,Castle,2014,12,6,transect,Acanthurus chirurgus,doctorfish,herb,4
TCRMP,Castle,2014,12,6,transect,Stegastes adustus,dusky damselfish,herb,2
TCRMP,Castle,2014,12,6,transect,Pomacanthus paru,French angel,inv,1
TCRMP,Castle,2014,12,6,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Castle,2014,12,6,transect,Serranus tigrinus,harlequin bass,inv,2
TCRMP,Castle,2014,12,6,transect,Stegastes diencaeus,longfin damselfish,herb,26
TCRMP,Castle,2014,12,6,transect,Scarus vetula,queen parrotfish,herb,1
TCRMP,Castle,2014,12,6,transect,Balistes vetula,queen triggerfish,inv,1
TCRMP,Castle,2014,12,6,transect,Sparisoma aurofrenatum,redband parrotfish,herb,33
TCRMP,Castle,2014,12,6,transect,Abudefduf saxatilis,sergeant major,plank,40
TCRMP,Castle,2014,12,6,transect,Canthigaster rostrata,sharpnose puffer,inv,2
TCRMP,Castle,2014,12,6,transect,Halichoeres bivittatus,slippery dick,inv,5
TCRMP,Castle,2014,12,6,transect,Sparisoma viride,stoplight parrotfish,herb,8
TCRMP,Castle,2014,12,6,transect,Scarus iseri,striped parrotfish,herb,10
TCRMP,Castle,2014,12,6,transect,Stegastes planifrons,threespot damselfish,herb,3
TCRMP,Castle,2014,12,6,transect,Aulostomus maculatus,trumpetfish,inv,3
TCRMP,Castle,2014,12,6,transect,Halichoeres garnoti,yellowhead wrasse,inv,3
TCRMP,Castle,2014,12,6,transect,Microspathodon chrysurus,yellowtail damselfish,herb,1
TCRMP,Castle,2014,12,6,transect,Ocyurus chrysurus,yellowtail snapper,pisc,2
TCRMP,Castle,2014,12,7,transect,Stegastes leucostictus,beaugregory,herb,5
TCRMP,Castle,2014,12,7,transect,Stegastes partitus,bicolor damselfish,herb,6
TCRMP,Castle,2014,12,7,transect,Chromis cyanea,blue chromis,plank,6
TCRMP,Castle,2014,12,7,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Castle,2014,12,7,transect,Thalassoma bifasciatum,bluehead wrasse,plank,4
TCRMP,Castle,2014,12,7,transect,Chromis multilineata,brown chromis,plank,2
TCRMP,Castle,2014,12,7,transect,Stegastes adustus,dusky damselfish,herb,13
TCRMP,Castle,2014,12,7,transect,Gramma loreto,fairy basslet,inv,2
TCRMP,Castle,2014,12,7,transect,Cephalopholis cruentata,graysby,pisc,1
TCRMP,Castle,2014,12,7,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Castle,2014,12,7,transect,Stegastes diencaeus,longfin damselfish,herb,1
TCRMP,Castle,2014,12,7,transect,Acanthurus bahianus,ocean surgeonfish,herb,3
TCRMP,Castle,2014,12,7,transect,Halichoeres pictus,rainbow wrasse,inv,4
TCRMP,Castle,2014,12,7,transect,Sparisoma aurofrenatum,redband parrotfish,herb,9
TCRMP,Castle,2014,12,7,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Castle,2014,12,7,transect,Pseudupeneus maculatus,spotted goatfish,inv,1
TCRMP,Castle,2014,12,7,transect,Sparisoma viride,stoplight parrotfish,herb,2
TCRMP,Castle,2014,12,7,transect,Stegastes planifrons,threespot damselfish,herb,9
TCRMP,Castle,2014,12,7,transect,Halichoeres garnoti,yellowhead wrasse,inv,11
TCRMP,Castle,2014,12,7,transect,Hypoplectrus chlorurus,yellowtail hamlet,inv,1
TCRMP,Castle,2014,12,8,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Castle,2014,12,8,transect,Hypoplectrus puella,barred hamlet,inv,1
TCRMP,Castle,2014,12,8,transect,Acanthurus coeruleus,blue tang,herb,1
TCRMP,Castle,2014,12,8,transect,Halichoeres maculipinna,clown wrasse,inv,1
TCRMP,Castle,2014,12,8,transect,Halichoeres maculipinna,clown wrasse,inv,1
TCRMP,Castle,2014,12,8,transect,Stegastes variabilis,cocoa damselfish,herb,13
TCRMP,Castle,2014,12,8,transect,Stegastes variabilis,cocoa damselfish,herb,1
TCRMP,Castle,2014,12,8,transect,Stegastes adustus,dusky damselfish,herb,14
TCRMP,Castle,2014,12,8,transect,Heteropriacanthus cruentatus,glasseye snapper,inv,4
TCRMP,Castle,2014,12,8,transect,Heteropriacanthus cruentatus,glasseye snapper,inv,1
TCRMP,Castle,2014,12,8,transect,Stegastes diencaeus,longfin damselfish,herb,2
TCRMP,Castle,2014,12,8,transect,Holocentrus rufus,longspine squirrelfish,inv,4
TCRMP,Castle,2014,12,8,transect,Holocentrus rufus,longspine squirrelfish,inv,2
TCRMP,Castle,2014,12,8,transect,Acanthurus bahianus,ocean surgeonfish,herb,1
TCRMP,Castle,2014,12,8,transect,Cantherhines pullus,orangespotted filefish,inv,7
TCRMP,Castle,2014,12,8,transect,Cantherhines pullus,orangespotted filefish,inv,1
TCRMP,Castle,2014,12,8,transect,Canthigaster rostrata,sharpnose puffer,inv,1
TCRMP,Castle,2014,12,8,transect,Scarus iseri,striped parrotfish,herb,1
TCRMP,Castle,2014,12,8,transect,Scarus iseri,striped parrotfish,herb,29
TCRMP,Castle,2014,12,8,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Castle,2014,12,8,transect,Microspathodon chrysurus,yellowtail damselfish,herb,2
TCRMP,Castle,2014,12,9,transect,Stegastes partitus,bicolor damselfish,herb,9
TCRMP,Castle,2014,12,9,transect,Myripristis jacobus,blackbar soldierfish,plank,1
TCRMP,Castle,2014,12,9,transect,Thalassoma bifasciatum,bluehead wrasse,plank,4
TCRMP,Castle,2014,12,9,transect,Chromis multilineata,brown chromis,plank,1
TCRMP,Castle,2014,12,9,transect,Stegastes adustus,dusky damselfish,herb,15
TCRMP,Castle,2014,12,9,transect,Haemulon flavolineatum,French grunt,inv,2
TCRMP,Castle,2014,12,9,transect,Serranus tigrinus,harlequin bass,inv,1
TCRMP,Castle,2014,12,9,transect,Stegastes diencaeus,longfin damselfish,herb,3
TCRMP,Castle,2014,12,9,transect,Halichoeres radiatus,puddingwife,inv,1
TCRMP,Castle,2014,12,9,transect,Sparisoma aurofrenatum,redband parrotfish,herb,5
TCRMP,Castle,2014,12,9,transect,Canthigaster rostrata,sharpnose puffer,inv,1
